epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
30,16534.3,1.04798,1.68017,1.43084,0.72821,0.64421,0.70948,0.57712,0.72448,1.17747,1.18325,0.000949524,0.000949524,0.000949524
31,17299.3,1.04595,1.67959,1.42858,0.69737,0.66422,0.70735,0.57644,0.72378,1.17232,1.17505,0.000946048,0.000946048,0.000946048
32,18166,1.03456,1.65197,1.42147,0.72613,0.65391,0.71542,0.58349,0.72418,1.16123,1.17638,0.000942464,0.000942464,0.000942464
33,19116.7,1.02613,1.62207,1.41749,0.74038,0.65719,0.72389,0.59383,0.71169,1.13475,1.17039,0.000938772,0.000938772,0.000938772
34,20057.5,1.03187,1.63512,1.41908,0.73774,0.65641,0.72176,0.5933,0.71225,1.1341,1.17134,0.000934973,0.000934973,0.000934973
35,21207.6,1.02669,1.62774,1.41381,0.7458,0.65823,0.7285,0.5974,0.70963,1.1235,1.16435,0.000931067,0.000931067,0.000931067
36,22222,1.02787,1.60589,1.41849,0.72459,0.6622,0.72104,0.5935,0.70952,1.13769,1.1669,0.000927057,0.000927057,0.000927057
37,22763.8,1.02541,1.60243,1.41323,0.73555,0.66281,0.72174,0.59523,0.69678,1.1325,1.15844,0.000922942,0.000922942,0.000922942
38,23300.7,1.019,1.58668,1.40338,0.73633,0.66331,0.72291,0.59896,0.68672,1.12184,1.15147,0.000918725,0.000918725,0.000918725
39,23836.2,1.02122,1.57892,1.40461,0.73183,0.67243,0.72718,0.6027,0.67943,1.11189,1.14618,0.000914405,0.000914405,0.000914405
40,24375.5,1.01289,1.5729,1.40264,0.73412,0.66896,0.7268,0.60197,0.67428,1.10383,1.1437,0.000909984,0.000909984,0.000909984
41,24914.6,1.01036,1.56264,1.40367,0.73908,0.67864,0.73186,0.60587,0.67458,1.09402,1.1468,0.000905463,0.000905463,0.000905463
42,25467.2,1.00433,1.54605,1.39823,0.74321,0.68194,0.73524,0.60841,0.67924,1.08464,1.14736,0.000900844,0.000900844,0.000900844
43,26004.9,1.00241,1.54027,1.395,0.74866,0.6706,0.73526,0.61044,0.67258,1.08657,1.14193,0.000896127,0.000896127,0.000896127
44,26544.1,0.99846,1.51744,1.38924,0.73698,0.68723,0.73701,0.61121,0.67346,1.08375,1.14099,0.000891313,0.000891313,0.000891313
45,27090,0.99717,1.52553,1.38847,0.75176,0.68191,0.74103,0.61641,0.67184,1.07396,1.13912,0.000886404,0.000886404,0.000886404
46,27657.2,0.99719,1.50833,1.38614,0.75262,0.68669,0.74367,0.61947,0.66943,1.06378,1.13754,0.000881401,0.000881401,0.000881401
47,28195.6,0.99171,1.50599,1.38647,0.75657,0.68346,0.74429,0.62188,0.66546,1.06201,1.1338,0.000876305,0.000876305,0.000876305
48,28733.1,0.99163,1.49463,1.38489,0.76296,0.67681,0.74558,0.62396,0.66426,1.05939,1.13348,0.000871117,0.000871117,0.000871117
49,29278.1,0.98706,1.49446,1.3788,0.73366,0.69465,0.74532,0.62711,0.65745,1.05496,1.12835,0.000865839,0.000865839,0.000865839
50,29835,0.9894,1.48133,1.37977,0.77132,0.66697,0.74618,0.62736,0.65552,1.05302,1.12595,0.000860473,0.000860473,0.000860473
51,30411.7,0.99004,1.46848,1.37885,0.78354,0.66611,0.74568,0.62588,0.65688,1.05391,1.12636,0.000855018,0.000855018,0.000855018
52,30950,0.97987,1.46978,1.37931,0.7566,0.68521,0.74692,0.62739,0.65439,1.05054,1.12434,0.000849477,0.000849477,0.000849477
53,31489.3,0.97902,1.45493,1.37447,0.76816,0.6777,0.74759,0.63001,0.65136,1.04865,1.12152,0.000843851,0.000843851,0.000843851
54,32032.1,0.98132,1.4551,1.37616,0.77578,0.67496,0.74951,0.6318,0.64949,1.04528,1.11983,0.000838141,0.000838141,0.000838141
55,32571.8,0.97749,1.43955,1.37283,0.75378,0.68686,0.74964,0.63213,0.64706,1.04426,1.11786,0.000832349,0.000832349,0.000832349
56,33114.7,0.97425,1.42955,1.3682,0.75374,0.68915,0.75018,0.63276,0.64518,1.0423,1.11623,0.000826477,0.000826477,0.000826477
57,33655.1,0.97133,1.4222,1.36906,0.7614,0.68992,0.75137,0.63371,0.64421,1.04105,1.11536,0.000820525,0.000820525,0.000820525
58,34198.2,0.97014,1.40901,1.36295,0.75505,0.69687,0.75282,0.63467,0.6438,1.03862,1.11472,0.000814495,0.000814495,0.000814495
59,34741,0.96669,1.41434,1.36564,0.75836,0.69574,0.75303,0.63548,0.64254,1.03708,1.11345,0.000808389,0.000808389,0.000808389
60,35282.2,0.96515,1.40818,1.36225,0.76181,0.69536,0.75434,0.63707,0.64071,1.03435,1.11156,0.000802208,0.000802208,0.000802208
61,545.1,0.95509,1.39597,1.35529,0.76539,0.69275,0.75438,0.63741,0.63975,1.03392,1.1114,0.000795954,0.000795954,0.000795954
62,1085.34,0.96188,1.40723,1.36097,0.75895,0.69501,0.75527,0.63813,0.63897,1.032,1.11102,0.000789628,0.000789628,0.000789628
63,1625.06,0.96404,1.40522,1.3639,0.75611,0.69632,0.7551,0.63783,0.63853,1.03172,1.11072,0.000783231,0.000783231,0.000783231
64,2164.78,0.96166,1.41338,1.35748,0.75805,0.69515,0.7553,0.63878,0.637,1.03083,1.10953,0.000776766,0.000776766,0.000776766
65,2703.95,0.96649,1.39137,1.36227,0.75615,0.69644,0.75535,0.6392,0.63573,1.02957,1.10857,0.000770234,0.000770234,0.000770234
66,3252.56,0.95919,1.4012,1.3615,0.7604,0.69373,0.75584,0.64033,0.63389,1.02762,1.10695,0.000763637,0.000763637,0.000763637
67,3815.37,0.96262,1.39875,1.35989,0.75729,0.69689,0.75633,0.641,0.63218,1.02565,1.10566,0.000756976,0.000756976,0.000756976
68,4356.88,0.95139,1.3768,1.35187,0.76,0.69707,0.75721,0.64184,0.63077,1.02487,1.10419,0.000750252,0.000750252,0.000750252
69,4895.71,0.95763,1.37714,1.35906,0.75832,0.70046,0.75772,0.64279,0.63079,1.02378,1.10447,0.000743468,0.000743468,0.000743468
70,5435.04,0.95186,1.36786,1.35111,0.757,0.70311,0.75797,0.64395,0.62986,1.02283,1.10361,0.000736625,0.000736625,0.000736625
71,5984.16,0.95065,1.35699,1.35001,0.75713,0.70218,0.75806,0.64419,0.62913,1.02183,1.10309,0.000729725,0.000729725,0.000729725
72,6535.79,0.94919,1.35555,1.35262,0.75462,0.70761,0.75857,0.64486,0.62824,1.02085,1.10239,0.00072277,0.00072277,0.00072277
73,7088.67,0.9487,1.35226,1.34886,0.75392,0.70846,0.75949,0.64603,0.62743,1.01927,1.10166,0.000715761,0.000715761,0.000715761
74,7647.21,0.9406,1.32945,1.34212,0.76457,0.69761,0.76003,0.64668,0.62643,1.01862,1.10102,0.0007087,0.0007087,0.0007087
75,8204.16,0.94696,1.33987,1.34631,0.76636,0.69845,0.76035,0.64726,0.62532,1.01872,1.10037,0.000701588,0.000701588,0.000701588
76,8768.83,0.93865,1.32131,1.34439,0.76604,0.70003,0.76089,0.6477,0.62405,1.01716,1.09973,0.000694428,0.000694428,0.000694428
77,9320.03,0.93604,1.32672,1.33943,0.75709,0.7064,0.76102,0.64781,0.62311,1.0162,1.0988,0.000687222,0.000687222,0.000687222
78,9931.39,0.93789,1.3124,1.3414,0.76454,0.70378,0.76154,0.64838,0.62228,1.01524,1.09832,0.00067997,0.00067997,0.00067997
79,10483.7,0.93056,1.30693,1.33401,0.76262,0.70454,0.76179,0.64917,0.62162,1.0143,1.09804,0.000672675,0.000672675,0.000672675
80,11039.3,0.93792,1.3132,1.34296,0.77219,0.70102,0.76238,0.64955,0.62112,1.01287,1.09763,0.000665339,0.000665339,0.000665339
81,11587.9,0.93427,1.31444,1.3384,0.77635,0.70055,0.76316,0.64992,0.62025,1.01177,1.09689,0.000657963,0.000657963,0.000657963
82,12136.4,0.92663,1.29829,1.33199,0.77783,0.70075,0.76356,0.6505,0.61947,1.0105,1.0965,0.00065055,0.00065055,0.00065055
83,12726.6,0.9268,1.28995,1.33312,0.78223,0.69949,0.76412,0.65139,0.61888,1.00967,1.09614,0.000643101,0.000643101,0.000643101
84,13357.8,0.92041,1.2848,1.32648,0.78514,0.69929,0.76455,0.65195,0.61834,1.00818,1.09575,0.000635617,0.000635617,0.000635617
85,13911.8,0.92722,1.28847,1.33377,0.78584,0.69926,0.76514,0.6528,0.61761,1.00629,1.09503,0.000628101,0.000628101,0.000628101
86,14455.6,0.92365,1.27124,1.32984,0.78482,0.70237,0.76598,0.65356,0.61634,1.00517,1.09366,0.000620555,0.000620555,0.000620555
87,15018,0.92378,1.27378,1.32844,0.78427,0.70344,0.76638,0.65462,0.61509,1.0042,1.09269,0.000612981,0.000612981,0.000612981
88,15570.8,0.91976,1.26102,1.32426,0.7828,0.70427,0.76673,0.65513,0.61405,1.00352,1.09189,0.00060538,0.00060538,0.00060538
89,16116.6,0.91607,1.25697,1.32299,0.7835,0.70346,0.76701,0.65576,0.61325,1.00262,1.09119,0.000597754,0.000597754,0.000597754
90,16668.2,0.91356,1.24786,1.32097,0.78484,0.70329,0.76755,0.65685,0.61262,1.0013,1.09083,0.000590105,0.000590105,0.000590105
91,17254.5,0.91759,1.24982,1.32467,0.78572,0.7032,0.76804,0.65743,0.61203,1.00025,1.09033,0.000582435,0.000582435,0.000582435
92,17808.6,0.91232,1.2386,1.31887,0.78449,0.70396,0.7685,0.65806,0.61107,0.99897,1.08931,0.000574746,0.000574746,0.000574746
93,18373,0.9066,1.22079,1.31826,0.7851,0.7036,0.76895,0.65867,0.61079,0.99792,1.08909,0.00056704,0.00056704,0.00056704
94,18914,0.9085,1.23695,1.3177,0.78694,0.7023,0.76922,0.65929,0.61071,0.99698,1.08925,0.000559318,0.000559318,0.000559318
95,19492.9,0.90159,1.22258,1.31034,0.78805,0.70274,0.76968,0.65996,0.61047,0.99615,1.08905,0.000551584,0.000551584,0.000551584
96,21068.3,0.90691,1.21573,1.32019,0.78798,0.70401,0.77014,0.66055,0.60999,0.99547,1.08855,0.000543837,0.000543837,0.000543837
97,22367.5,0.90857,1.2253,1.31924,0.78776,0.70319,0.77043,0.66132,0.60947,0.99508,1.08805,0.000536081,0.000536081,0.000536081
98,23101,0.90612,1.22133,1.31301,0.78963,0.70237,0.771,0.66209,0.60898,0.99447,1.08753,0.000528318,0.000528318,0.000528318
99,23639,0.90478,1.20536,1.31235,0.7883,0.70433,0.77129,0.66251,0.60854,0.99301,1.08737,0.000520548,0.000520548,0.000520548
100,24185.2,0.89648,1.20877,1.30899,0.77355,0.71646,0.77141,0.66289,0.60802,0.99219,1.08697,0.000512775,0.000512775,0.000512775
101,24722.8,0.90133,1.22005,1.31485,0.77301,0.71787,0.77137,0.66328,0.60769,0.99157,1.08674,0.000505,0.000505,0.000505
102,25261.1,0.89638,1.20053,1.30961,0.77533,0.71794,0.77179,0.66375,0.60677,0.99072,1.08592,0.000497225,0.000497225,0.000497225
103,25799.4,0.89461,1.19428,1.30682,0.77326,0.7206,0.77197,0.66426,0.60638,0.98959,1.08554,0.000489452,0.000489452,0.000489452
104,26336.7,0.89332,1.17856,1.3045,0.77352,0.72105,0.77223,0.66479,0.60614,0.98863,1.0855,0.000481682,0.000481682,0.000481682
105,26874.6,0.88682,1.18585,1.30287,0.77324,0.71991,0.77279,0.66534,0.60571,0.98782,1.08494,0.000473919,0.000473919,0.000473919
106,27431.3,0.89088,1.17738,1.30148,0.77296,0.72114,0.7731,0.66586,0.60546,0.98647,1.08479,0.000466163,0.000466163,0.000466163
107,27976.5,0.88605,1.18264,1.30441,0.77467,0.72117,0.77354,0.6663,0.60478,0.985,1.08423,0.000458416,0.000458416,0.000458416
108,28521.9,0.88754,1.17531,1.30356,0.77697,0.72051,0.77393,0.66702,0.60437,0.98396,1.08408,0.000450682,0.000450682,0.000450682
109,29068.9,0.88939,1.175,1.30116,0.77787,0.71999,0.7741,0.66756,0.60367,0.98341,1.08365,0.00044296,0.00044296,0.00044296
110,29611.6,0.88625,1.16976,1.29959,0.77921,0.72111,0.77443,0.66785,0.60321,0.98244,1.08304,0.000435254,0.000435254,0.000435254
111,30150.3,0.88862,1.16188,1.29905,0.78718,0.71535,0.77447,0.66847,0.60318,0.9821,1.08301,0.000427565,0.000427565,0.000427565
112,30687.8,0.88549,1.17177,1.30514,0.78674,0.71572,0.77459,0.66852,0.60282,0.98164,1.08258,0.000419895,0.000419895,0.000419895
113,31315.3,0.8831,1.15734,1.29865,0.78918,0.71487,0.775,0.66896,0.60268,0.98054,1.08244,0.000412246,0.000412246,0.000412246
114,31905.6,0.88428,1.16453,1.30095,0.7916,0.71358,0.7754,0.66931,0.60232,0.9796,1.08204,0.00040462,0.00040462,0.00040462
115,32626.8,0.88168,1.15577,1.29808,0.78691,0.71587,0.775,0.66982,0.60162,0.97888,1.08158,0.000397019,0.000397019,0.000397019
116,33219.5,0.88237,1.14833,1.29635,0.78742,0.71554,0.77497,0.67001,0.60118,0.9776,1.08139,0.000389445,0.000389445,0.000389445
117,33788.7,0.87844,1.14375,1.29646,0.78854,0.71614,0.77601,0.67091,0.60076,0.97654,1.08114,0.000381899,0.000381899,0.000381899
118,34371.5,0.87994,1.14209,1.29355,0.78826,0.71735,0.77648,0.67154,0.60052,0.97557,1.08101,0.000374383,0.000374383,0.000374383
119,34931.2,0.87755,1.14537,1.29594,0.78807,0.71654,0.77634,0.67206,0.60034,0.97466,1.08063,0.000366899,0.000366899,0.000366899
120,35715.7,0.87873,1.13966,1.29434,0.79395,0.71505,0.77698,0.67286,0.60015,0.97378,1.08048,0.00035945,0.00035945,0.00035945
121,36443.8,0.88346,1.14108,1.29709,0.79779,0.71463,0.77778,0.6737,0.59942,0.97265,1.08008,0.000352037,0.000352037,0.000352037
122,37163.7,0.8738,1.13482,1.29357,0.80092,0.71381,0.77835,0.67434,0.59881,0.97115,1.07965,0.000344661,0.000344661,0.000344661
123,37884.3,0.87419,1.12597,1.29161,0.79854,0.71606,0.77841,0.67441,0.59833,0.96986,1.0792,0.000337325,0.000337325,0.000337325
124,38605.3,0.87599,1.13657,1.29459,0.80152,0.71534,0.77891,0.67499,0.59814,0.96821,1.0791,0.00033003,0.00033003,0.00033003
125,39302.4,0.87258,1.12229,1.29045,0.80724,0.71461,0.77941,0.67565,0.59749,0.96709,1.07821,0.000322778,0.000322778,0.000322778
126,40006,0.87279,1.12183,1.28898,0.80184,0.71717,0.77982,0.67612,0.59702,0.96597,1.07768,0.000315572,0.000315572,0.000315572
127,40754.5,0.87202,1.12255,1.28961,0.79699,0.71926,0.78015,0.67659,0.59661,0.96477,1.07727,0.000308412,0.000308412,0.000308412
128,41459.1,0.86591,1.11054,1.28386,0.80178,0.71861,0.7805,0.67737,0.59582,0.96417,1.07645,0.0003013,0.0003013,0.0003013
129,42152.2,0.86411,1.10718,1.28529,0.80643,0.71834,0.78092,0.67763,0.59515,0.96331,1.07594,0.000294239,0.000294239,0.000294239
130,42850.3,0.86879,1.11726,1.28802,0.80757,0.71849,0.78138,0.67833,0.5947,0.9623,1.0754,0.00028723,0.00028723,0.00028723
131,43544.8,0.86761,1.11722,1.28902,0.80763,0.72003,0.78189,0.679,0.5938,0.961,1.07465,0.000280275,0.000280275,0.000280275
132,44214.9,0.86466,1.09638,1.28515,0.8045,0.72088,0.78218,0.6795,0.59316,0.95974,1.07412,0.000273375,0.000273375,0.000273375
133,776.412,0.85442,1.10671,1.27902,0.80419,0.72154,0.78236,0.6796,0.59316,0.95937,1.07404,0.000266532,0.000266532,0.000266532
134,1316.23,0.85981,1.11413,1.28276,0.80601,0.7209,0.78243,0.67996,0.59304,0.95941,1.07399,0.000259748,0.000259748,0.000259748
135,1856.52,0.8663,1.13053,1.28915,0.80736,0.71924,0.78265,0.68008,0.59298,0.95911,1.074,0.000253024,0.000253024,0.000253024
136,2395.35,0.86064,1.11856,1.27974,0.80381,0.72098,0.7827,0.68006,0.59266,0.95886,1.0737,0.000246363,0.000246363,0.000246363
137,2934.62,0.86463,1.1074,1.2849,0.80296,0.72098,0.78271,0.68034,0.59202,0.95901,1.07287,0.000239766,0.000239766,0.000239766
138,3472.68,0.8601,1.11185,1.28463,0.80395,0.72083,0.78277,0.6804,0.59157,0.95874,1.07253,0.000233234,0.000233234,0.000233234
139,4011.9,0.86651,1.11846,1.28492,0.80168,0.72084,0.78311,0.68063,0.59094,0.95864,1.07193,0.000226769,0.000226769,0.000226769
140,4556.94,0.85237,1.09629,1.27614,0.80626,0.71971,0.78319,0.68065,0.59072,0.95827,1.07191,0.000220372,0.000220372,0.000220372
141,5099.66,0.85935,1.10647,1.28439,0.80378,0.72081,0.78331,0.68088,0.5903,0.95783,1.07151,0.000214046,0.000214046,0.000214046
142,5643.82,0.85843,1.10577,1.2804,0.80339,0.72175,0.78341,0.6809,0.58989,0.95737,1.0712,0.000207792,0.000207792,0.000207792
143,6188.65,0.85049,1.08832,1.2765,0.79862,0.72558,0.78341,0.68095,0.58957,0.95727,1.07098,0.000201611,0.000201611,0.000201611
144,6736.7,0.85379,1.09477,1.28169,0.79675,0.72569,0.78363,0.6815,0.5895,0.95679,1.07118,0.000195505,0.000195505,0.000195505
145,7275.2,0.85374,1.08976,1.27777,0.79712,0.72523,0.78364,0.68168,0.58928,0.95653,1.07101,0.000189475,0.000189475,0.000189475
146,7809.89,0.85095,1.08123,1.27561,0.79495,0.72715,0.78367,0.68152,0.58889,0.95646,1.07071,0.000183523,0.000183523,0.000183523
147,8357.23,0.85806,1.08947,1.27839,0.79681,0.72708,0.7838,0.68169,0.58862,0.95632,1.07057,0.000177651,0.000177651,0.000177651
148,8905.61,0.85056,1.07795,1.27781,0.79814,0.72644,0.78394,0.6817,0.5883,0.95614,1.07038,0.000171859,0.000171859,0.000171859
149,9456.14,0.84841,1.08199,1.27379,0.79856,0.72711,0.78391,0.68179,0.58803,0.95587,1.07016,0.000166149,0.000166149,0.000166149
150,9999.91,0.84886,1.07379,1.27605,0.79986,0.7263,0.78391,0.68181,0.58763,0.95585,1.06985,0.000160523,0.000160523,0.000160523
151,10542.9,0.84281,1.07182,1.26877,0.79903,0.7278,0.78415,0.68209,0.58732,0.9555,1.06951,0.000154982,0.000154982,0.000154982
152,11084.6,0.84748,1.07598,1.27594,0.80936,0.71882,0.78423,0.6821,0.58698,0.95503,1.0692,0.000149527,0.000149527,0.000149527
153,11619.2,0.84938,1.08012,1.27518,0.81313,0.71627,0.78438,0.68228,0.58665,0.95471,1.06903,0.000144161,0.000144161,0.000144161
154,12152.9,0.84211,1.07108,1.2691,0.81446,0.71509,0.78465,0.68254,0.58647,0.95451,1.06886,0.000138883,0.000138883,0.000138883
155,12696.5,0.84274,1.06558,1.27055,0.81516,0.71497,0.78461,0.68258,0.58637,0.95449,1.0688,0.000133695,0.000133695,0.000133695
156,13246.3,0.83791,1.05657,1.26565,0.81598,0.71439,0.78463,0.68266,0.58613,0.95416,1.06864,0.000128599,0.000128599,0.000128599
157,13788.3,0.84569,1.06712,1.27329,0.81498,0.71416,0.78477,0.68294,0.5855,0.95392,1.06789,0.000123596,0.000123596,0.000123596
158,14328.1,0.84188,1.0555,1.27134,0.81332,0.71593,0.78501,0.68333,0.58509,0.95381,1.06751,0.000118687,0.000118687,0.000118687
159,14873.1,0.84247,1.05592,1.269,0.81255,0.7167,0.78507,0.68356,0.5848,0.95373,1.06735,0.000113873,0.000113873,0.000113873
160,15417,0.83896,1.04728,1.26612,0.80882,0.71836,0.78505,0.68381,0.58444,0.9539,1.06713,0.000109156,0.000109156,0.000109156
161,15955.6,0.83551,1.04419,1.26282,0.80867,0.71838,0.78497,0.68405,0.5841,0.95347,1.06685,0.000104537,0.000104537,0.000104537
162,16503.4,0.83605,1.0463,1.2647,0.809,0.71783,0.7851,0.68433,0.5836,0.95265,1.06646,0.000100016,0.000100016,0.000100016
163,17054.2,0.83905,1.05215,1.26704,0.80313,0.72249,0.78512,0.68441,0.5833,0.95233,1.06633,9.55951e-05,9.55951e-05,9.55951e-05
164,17599.9,0.83477,1.04568,1.26364,0.81065,0.71746,0.78512,0.68445,0.58318,0.95181,1.06635,9.12754e-05,9.12754e-05,9.12754e-05
165,18139.4,0.8297,1.03074,1.26228,0.80848,0.71808,0.78542,0.68448,0.58288,0.95119,1.06612,8.70577e-05,8.70577e-05,8.70577e-05
166,18684.6,0.83496,1.04761,1.26539,0.80961,0.71868,0.78551,0.68423,0.58271,0.95085,1.06602,8.29431e-05,8.29431e-05,8.29431e-05
167,19222.9,0.83152,1.03613,1.26025,0.79915,0.72738,0.78569,0.68427,0.58247,0.9506,1.06589,7.89327e-05,7.89327e-05,7.89327e-05
168,19764.2,0.83597,1.03557,1.26799,0.80099,0.72646,0.78579,0.68429,0.5822,0.95036,1.06572,7.50274e-05,7.50274e-05,7.50274e-05
169,20302.4,0.83599,1.03958,1.26661,0.80127,0.72625,0.7858,0.68424,0.58204,0.95038,1.06566,7.12282e-05,7.12282e-05,7.12282e-05
170,20853.4,0.83281,1.04074,1.26064,0.8007,0.72672,0.78569,0.68455,0.58191,0.95028,1.06563,6.7536e-05,6.7536e-05,6.7536e-05
171,21403,0.83244,1.02603,1.26062,0.80084,0.72672,0.78573,0.68465,0.58179,0.95018,1.06557,6.39518e-05,6.39518e-05,6.39518e-05
172,21947.1,0.82962,1.0362,1.26099,0.80091,0.72604,0.7857,0.68476,0.58176,0.94991,1.06552,6.04763e-05,6.04763e-05,6.04763e-05
173,22491.4,0.83547,1.04942,1.26733,0.80065,0.72499,0.78572,0.68454,0.58185,0.94974,1.06577,5.71106e-05,5.71106e-05,5.71106e-05
174,23037.7,0.82919,1.03252,1.26179,0.80164,0.72481,0.78566,0.68457,0.58184,0.94958,1.06561,5.38554e-05,5.38554e-05,5.38554e-05
175,23588.1,0.82927,1.02687,1.26068,0.80255,0.72427,0.7857,0.68451,0.58184,0.94948,1.06567,5.07115e-05,5.07115e-05,5.07115e-05
176,24137,0.82772,1.02058,1.25784,0.80212,0.72433,0.78565,0.68454,0.5817,0.94943,1.06547,4.76796e-05,4.76796e-05,4.76796e-05
177,24676.1,0.82332,1.02767,1.25704,0.80509,0.72251,0.786,0.68458,0.58185,0.94911,1.06568,4.47606e-05,4.47606e-05,4.47606e-05
178,25208.9,0.83172,1.02544,1.26054,0.80368,0.72296,0.78605,0.68464,0.58185,0.94891,1.06563,4.19552e-05,4.19552e-05,4.19552e-05
179,25742.5,0.82805,1.02768,1.26146,0.80346,0.72356,0.78594,0.68461,0.58195,0.94866,1.06572,3.9264e-05,3.9264e-05,3.9264e-05
180,26274,0.82864,1.02844,1.26085,0.80484,0.72272,0.78601,0.68485,0.58199,0.94834,1.06586,3.66877e-05,3.66877e-05,3.66877e-05
181,26805.7,0.83216,1.03468,1.26085,0.80539,0.72267,0.78613,0.6848,0.58192,0.94835,1.06585,3.4227e-05,3.4227e-05,3.4227e-05
182,27337.4,0.82974,1.03118,1.25909,0.80312,0.7243,0.78624,0.68503,0.58192,0.9482,1.06589,3.18825e-05,3.18825e-05,3.18825e-05
